क्रमाङ्कः	औपदेशिक-धातुः	टिप्पणिः	अर्थः	निरनुबन्ध-धातुः	क्त	क्तवतु	क्त्वा	ल्यप्	तुमुन्	तव्यत् 	तृच् 	लृट् प॰	लृट् आ॰	ण्वुल्	घञ्	(ण्)यत्	अनीयर्	ल्युट्
481	अशू		व्याप्तौ सङ्घाते च	अश्	अष्टः	अष्टवान्	अष्ट्वा/अशित्वा	प्राश्य	अष्टुम्/अशितुम्	अशितव्यम्	अष्टा		अंक्ष्यते/अशिष्यते	आशकः	आशः	आश्यम्	अशनीयम्	अशनम्	
482	अश		भोजने	अश्	अशितः	अशितवान्	अशित्वा	प्राश्य	अशितुम्	अशितव्यम्	अशिता	अशिष्यति		आशकः	आशः	आश्यम्	अशनीयम्	अशनम्	
483	मश		शब्दे रोष कृते	मश्	मशितः	मशितवान्	मशित्वा	प्रमश्य	मशितुम्	मशितव्यम्	मशिता	मशिष्यति		माशकः	माशः	माश्यम्	मशनीयम्	मशनम्	
484	शश		प्लुतगतौ	शश्	शशितः	शशितवान्	शशित्वा	प्रशश्य	शशितुम्	शशितव्यम्	शशिता	शशिष्यति		शाशकः	शाशः	शाश्यम्	शशनीयम्	शशनम्	
485	स्पश		बाधनस्पर्शनयोः	स्पश्	स्पशितः	स्पशितवान्	स्पशित्वा	प्रस्पश्य	स्पशितुम्	स्पशितव्यम्	स्पशिता	स्पशिष्यति	स्पशिष्यते	स्पाशकः	स्पाशः	स्पाश्यम्	स्पशनीयम्	स्पशनम्	
486	वश		कान्तौ	वश्	उशितः	उशितवान्	उशित्वा	प्रोश्य	वशितुम्	वशितव्यम्	वशिता	वशिष्यति		वाशकः	वाशः	वाश्यम्	वशनीयम्	वशनम्	
487	चष		भक्षणे	चष्	चषितः	चषितवान्	चषित्वा	प्रचष्य	चषितुम्	चषितव्यम्	चषिता	चषिष्यति	चषिष्यते	चाषकः	चाषः	चाष्यम्	चषणीयम्	चषणम्	
488	छष		हिंसायाम्	छष्	छषितः	छषितवान्	छषित्वा	प्रछष्य	छषितुम्	छषितव्यम्	छषिता	छषिष्यति	छषिष्यते	छाषकः	छाषः	छाष्यम्	छषणीयम्	छषणम्	
489	झष		आदानसंवरणयोः	झष्	झषितः	झषितवान्	झषित्वा	प्रझष्य	झषितुम्	झषितव्यम्	झषिता	झषिष्यति	झषिष्यते	झाषकः	झाषः	झाष्यम्	झषणीयम्	झषनम्	
490	झष		हिंसायाम्	झष्	झषितः	झषितवान्	झषित्वा	प्रझष्य	झषितुम्	झषितव्यम्	झषिता	झषिष्यति		झाषकः	झाषः	झाष्यम्	झषणीयम्	झषणम्	
491	लष		कान्तौ	लष्	लषितः	लषितवान्	लषित्वा	अभिलष्य	लषितुम्	लषितव्यम्	लषिता	लषिष्यति	लषिष्यते	लाषकः	लाषः	लाष्यम्	लषणीयम्	लषणम्	
492	कष		हिंसायाम्	कष्	कषितः	कषितवान्	कषित्वा	प्रकष्य	कषितुम्	कषितव्यम्	कषिता	कषिष्यति		काषकः	काषः	काष्यम्	कषणीयम्	कषणम्	
493	खष		हिंसायाम्	खष्	खषितः	खषितवान्	खषित्वा	प्रखष्य	खषितुम्	खषितव्यम्	खषिता	खषिष्यति		खाषकः	खाषः	खाष्यम्	खषणीयम्	खषणम्	
494	जष		हिंसायाम्	जष्	जषितः	जषितवान्	जषित्वा	प्रजष्य	जषितुम्	जषितव्यम्	जषिता	जषिष्यति		जाषकः	जाषः	जाष्यम्	जषणीयम्	जषणम्	
